"geneID","1-Rep1_S1","1-Rep2_S25","1-Rep3_S13","1M-Rep1_S13","1M-Rep2_S1","1M-Rep3_S25","2-Rep1_S2","2-Rep2_S26","2-Rep3_S14","2M-Rep1_S14","2M-Rep2_S2","2M-Rep3_S26","3-Rep1_S3","3-Rep2_S27","3-Rep3_S15","3M-Rep1_S15","3M-Rep2_S3","3M-Rep3_S27","4-Rep1_S4","4-Rep2_S28","4-Rep3_S16","4M-Rep1_S16","4M-Rep2_S4","4M-Rep3_S28","5-Rep1_S5","5-Rep2_S29","5-Rep3_S17","5M-Rep1_S17","5M-Rep2_S5","5M-Rep3_S29","6-Rep1_S6","6-Rep2_S30","6-Rep3_S18","6M-Rep1_S18","6M-Rep2_S6","6M-Rep3_S30","7-Rep1_S7","7-Rep2_S31","7-Rep3_S19","7M-Rep1_S19","7M-Rep2_S7","7M-Rep3_S31","8-Rep1_S8","8-Rep2_S32","8-Rep3_S20","8M-Rep1_S20","8M-Rep2_S8","8M-Rep3_S32","9-Rep1_S9","9-Rep2_S33","9-Rep3_S21","9M-Rep1_S21","9M-Rep2_S9","9M-Rep3_S33","10-Rep1_S10","10-Rep2_S34","10-Rep3_S22","10M-Rep1_S22","10M-Rep2_S10","10M-Rep3_S34","11-Rep1_S11","11-Rep2_S35","11-Rep3_S23","11M-Rep1_S23","11M-Rep2_S11","11M-Rep3_S35","12-Rep1_S12","12-Rep2_S36","12-Rep3_S24","12M-Rep1_S24","12M-Rep2_S12","12M-Rep3_S36"
"2764","PFLU_4546",5.24132,4.39548,6.66281,4.79599,5.80198,9.51321,6.06457,4.11845,3.11769,4.93405,5.03659,4.1742,8.3763,3.87761,4.21532,5.26825,4.90124,4.89699,7.9605,4.2795,4.88671,4.7235,4.83639,5.33392,7.69897,4.09126,5.43174,7.56755,4.93012,6.80162,9.48471,5.30939,7.84469,9.76203,4.89741,7.59692,10.2081,4.9101,8.50991,9.2388,4.64823,7.75585,9.16623,5.11079,10.4716,13.8109,5.06837,10.0839,11.1989,5.35508,10.2118,10.118,5.80278,8.98321,9.03051,5.66851,10.2322,9.69538,5.59396,8.61704,9.87532,6.02346,9.73034,12.0013,5.44314,8.32526,7.9005,5.52078,7.22374,13.6887,5.01725,7.97525
"2765","PFLU_4548",2.49633,1.66054,1.7531,1.92992,2.09716,1.67897,3.53116,2.08438,1.44346,3.63637,1.70356,0.949372,5.78101,1.87804,1.49893,5.4009,2.23284,2.23824,8.84228,1.8759,1.49496,7.06947,2.44845,2.02547,11.4142,1.90868,2.17752,13.1528,2.84246,3.00734,15.1586,2.36078,3.35155,16.7709,3.11752,3.96287,14.7851,3.78939,4.6543,18.1132,3.87427,5.47988,16.4836,4.1265,7.87305,19.2505,4.96311,11.2228,14.4348,6.47947,8.58873,18.9196,6.88151,11.5504,18.3241,8.90819,14.3394,21.919,7.26965,17.5402,17.4414,9.37781,17.5405,24.6511,9.15567,22.4784,20.4312,13.1445,17.1767,19.8344,10.9978,27.8992
"2766","PFLU_4550",16.1892,13.0204,15.8843,13.2495,10.4996,13.8396,14.6455,11.5415,12.367,12.4264,9.56539,9.90938,15.4693,10.73,10.9377,11.8966,12.7386,12.4529,16.6458,12.2596,13.7168,12.7535,11.0312,12.1152,11.5145,13.9342,12.3387,15.2036,13.1952,15.9451,18.1831,11.3856,12.3003,14.7885,14.059,15.0708,12.6901,13.189,14.5789,16.4596,12.6472,13.9219,13.7032,12.9568,16.9364,17.2335,11.3447,16.8394,15.406,12.53,17.4819,18.0816,11.8571,12.3379,14.3546,16.1135,18.2212,17.1562,13.2945,13.3025,12.1549,15.2409,16.1878,19.3335,12.5651,23.0803,15.3604,13.1525,12.1567,4.89803,11.8714,18.6574
"2767","PFLU_4551",24.5135,16.9964,20.4226,20.3342,16.8822,19.5813,24.4274,19.8523,28.8045,23.3382,17.8312,28.3395,30.4773,21.4421,38.1094,22.2371,20.2791,42.3493,30.9172,21.6995,33.2615,24.3888,18.8312,30.2161,31.0536,20.9059,28.2593,35.0628,20.2992,33.2556,40.4439,22.8497,28.605,37.2841,23.6451,28.0416,36.0264,24.6507,35.009,36.8724,26.0948,32.876,33.102,29.2489,44.0259,39.4772,29.1545,43.8075,32.4473,31.1406,46.2573,37.5466,28.4691,40.3221,30.9308,38.612,49.9469,35.3257,31.3715,49.4181,27.3711,35.6656,47.9963,36.1168,31.8344,53.8827,31.3831,34.6083,35.3162,27.7017,28.288,46.9705
"2768","PFLU_4553",116.214,45.3103,870.774,105.438,84.1128,809.764,91.9124,14.5681,55.5436,68.1746,20.711,53.8235,259.776,16.1703,30.6629,147.873,16.0003,21.6115,228.978,14.7914,34.2388,150.907,15.5078,26.0442,267.531,16.6946,72.8324,293.234,18.9697,55.1751,529.512,24.1395,147.322,517.908,23.703,110.386,565.103,28.9208,225.874,640.167,25.415,158.776,549.604,39.827,283.604,657.981,29.5051,225.006,507.093,43.0209,402.233,474.075,25.1236,275.302,441.416,52.8639,507.474,374.08,22.657,265.392,196.774,56.5855,357.928,212.578,26.1181,169.003,90.4245,45.2181,167.682,64.7797,20.8066,113.792
"2769","PFLU_4554",122.83,43.0588,873.573,117.911,77.4098,849.888,66.8552,13.2255,54.6744,67.6504,18.567,58.9861,227.329,13.906,27.2319,155.773,14.3488,21.9435,204.702,11.2068,24.6504,155.205,14.5108,22.9059,243.119,13.5555,52.8896,253.094,16.998,44.1274,466.15,17.1245,94.2667,439.796,21.3794,90.1459,545.548,20.5938,178.342,552.114,22.6468,133.278,551.224,27.2201,237.335,596.035,24.7131,188.549,444.58,26.1152,372.275,401.107,19.86,242.078,408.751,33.5218,436.819,304.94,16.5885,223.763,174.184,31.383,317.889,157.918,20.3386,145.266,78.4765,24.3777,155.645,70.7704,14.9577,107.897
"2770","PFLU_4555",180.598,56.1927,1292.04,184.677,92.4812,1178.65,95.3976,18.0896,80.7329,104.932,30.5316,130.23,318.285,16.1959,43.4655,207.142,17.5724,24.2934,260.417,16.6496,39.6626,201.065,14.232,31.0734,350.914,7.925,68.093,354.077,21.8854,60.9485,675.857,21.4401,122.746,608.936,28.7409,142.73,733.494,28.9344,249.818,795.537,25.9222,156.686,796.33,31.1906,327.278,783.321,28.8005,308.123,630.558,29.5749,469.956,598.014,22.7179,374.186,601.296,33.6962,603.616,442.07,19.6224,305.435,213.167,36.358,446.066,203.744,26.1752,212.06,108.354,29.0132,216.093,217.703,15.078,129.672
"2771","PFLU_4556",119.467,48.1738,804.202,135.224,67.7766,655.838,56.132,19.3588,63.1881,59.2172,24.1542,65.5582,183.319,16.8778,29.2333,137.488,18.9638,22.4877,167.218,15.3022,26.2294,136.328,18.748,22.2152,192.041,18.2521,47.875,218.943,20.5198,49.9434,369.764,18.502,87.572,348.857,21.7213,91.5639,433.605,20.3395,150.394,448.799,22.6651,126.688,441.616,23.3792,202.882,498.804,25.049,180.209,384.296,27.6807,311.682,339.907,18.9691,202.324,326.004,28.8346,364.176,244.163,19.8328,190.081,127.032,30.5274,239.139,114.24,20.9206,125.241,68.1166,27.2276,115.159,57.9681,15.9439,96.454
"2772","PFLU_4558",135.42,113.421,91.127,111.766,117.462,85.4469,159.435,126.316,171.01,152.769,132.822,188.352,138.069,137.345,187.143,112.072,148.906,200.409,174.526,140.112,165.686,130.035,141.2,163.447,146.434,133.516,159.793,181.137,146.579,175.378,125.665,139.492,147.067,143.557,153.387,176.87,123.013,128.427,153.493,152.836,144.711,201.138,131.37,126.955,184.551,166.201,138.774,248.031,141.906,168.919,129.08,198.256,158.781,166.968,160.854,169.081,142.247,197.696,155.24,203.89,197.844,154.505,151.393,301.299,134.301,250.708,256.309,152.476,177.123,281.31,123.844,264.038
"2773","PFLU_4559",144.311,110.127,81.4861,115.625,107.726,67.643,160.21,127.068,170.735,149.149,127.716,163.287,140.944,144.117,200.74,110.862,143.896,205.012,174.632,139.829,163.366,122.893,133.987,153.455,158.175,137.304,165.653,189.506,151.359,172.658,126.758,147.812,145.405,152.301,149.97,175.008,123.177,133.347,163.97,151.666,148.998,174.901,133.825,129.143,212.586,181.017,135.687,263.403,158.628,174.771,148.218,196.684,156.391,166.892,160.685,177.753,149.956,192.706,155.136,212.093,220.769,156.741,165.111,313.14,138.056,274.89,275.237,156.625,169.086,322.242,128.348,281.096
"2774","PFLU_4560",192.499,128.323,92.4993,126.461,150.901,75.7025,189.42,147.547,198.121,158.244,141.306,165.517,142.747,137.695,215.57,116.863,151.449,228.105,200.643,139.213,187.671,144.546,125.706,181.45,172.809,130.27,189.428,211.97,176.441,174.287,170.223,151.352,169.805,157.714,144.699,171.494,150.696,127.883,200.414,159.786,150.797,152.905,164.913,152.749,240.647,169.405,161.507,244.649,192.161,216.434,164.032,207.349,161.045,148.318,206.378,213.966,157.461,214.273,138.498,202.434,278.63,173.346,223.536,345.867,149.293,285.763,326.827,162.636,164.205,302.168,156.798,229.401
"2775","PFLU_4561",115.765,86.1044,57.2514,91.6505,83.4722,57.0322,133.328,100.934,142.128,128.512,105.903,147.276,115.123,114.829,157.991,94.4264,120.465,167.972,148.764,124.649,139.544,105.661,110.646,131.384,137.65,114.332,138.4,150.686,121.762,161.272,114.229,120.664,128.94,120.354,124.395,156.972,112.908,117.628,141.338,127.929,121.514,178.295,124.882,118.538,177.41,151.085,120.587,245.795,132.374,142.748,124.337,174.965,131.123,161.042,139.652,153.73,130.656,182.347,130.624,188.428,198.601,133.479,146.876,274.264,115.496,241.158,225.834,135.009,157.787,180.258,104.374,253.874
"2776","PFLU_4563",24.5001,31.5989,87.2721,19.4908,40.8232,98.9891,28.9589,23.6298,25.457,21.7424,27.8355,25.5391,64.2219,21.7288,25.5695,34.5208,24.7887,26.4128,57.5663,22.4886,29.7109,31.1165,22.6722,25.0024,63.4654,22.3862,41.4802,57.7591,22.9902,37.3587,119.391,25.3539,64.7355,96.0929,25.1283,45.0833,118.364,25.0409,77.4944,112.562,24.1175,55.2399,103.496,28.4034,85.8842,136.622,20.5141,56.4228,121.962,26.6782,121.196,104.928,19.89,81.9719,103.545,30.6875,123.077,81.0929,21.1805,69.1885,43.7866,36.1659,107.328,45.999,21.114,58.2429,22.5791,29.3218,47.5559,36.6857,20.7559,39.5128
"2777","PFLU_4564",35.5906,53.2218,207.268,31.2532,70.1195,234.247,38.4488,39.2698,40.1547,33.8646,42.4061,40.3258,76.4151,34.9885,41.3415,43.1343,40.0708,44.2099,60.9316,29.4817,37.1044,40.525,36.7048,35.5642,74.4781,33.3173,51.4684,63.4153,34.4644,50.5241,130.953,34.7401,71.5715,118.831,29.6809,55.0916,135.213,33.9022,109.104,131.686,31.1353,73.1625,130.819,34.5306,93.4263,148.324,32.9565,70.1439,147.824,33.6682,161.799,129.491,29.73,95.4674,125.672,33.649,145.317,97.98,26.8747,78.0518,50.8295,36.6869,124.435,55.0516,25.3766,68.9669,31.4671,35.1184,54.8719,37.2745,22.6332,47.0018
"2778","PFLU_4565",11.5537,15.9418,76.3879,11.1834,17.2373,76.8595,9.3603,11.0435,12.8647,10.2407,11.9275,13.2164,18.3587,10.9654,13.2846,15.0487,11.6746,14.874,15.3111,9.68461,12.2412,13.5074,9.92841,11.8578,15.4726,10.9202,13.4843,16.1957,11.0768,14.0621,30.5349,10.2647,14.8058,27.1886,10.5404,15.9362,32.7544,9.58864,18.8879,32.514,10.0274,17.1127,31.5045,9.24689,18.8163,33.9619,8.95037,18.9161,29.2631,8.8583,30.9689,28.2883,7.66395,21.7125,26.5485,8.78221,32.095,23.2712,8.37005,20.8248,10.4379,9.61393,27.5693,12.5553,8.51566,18.33,8.11678,9.50831,13.8095,8.17035,7.25854,13.5811
"2779","PFLU_4567",10.7304,13.7964,44.4785,9.69385,11.0853,38.0537,7.36434,10.2626,13.3594,6.79563,10.5497,10.5258,12.4355,9.09373,10.331,10.1909,9.88359,11.5925,10.4565,7.64154,8.91066,8.08951,8.76972,8.67875,10.7926,7.4734,13.0214,12.9049,10.8829,13.4355,22.0776,7.96589,13.0558,17.0279,9.98414,12.6048,19.1809,9.29487,13.9958,20.9903,9.23468,9.28501,21.6345,7.64671,16.7629,22.377,7.79507,12.0598,18.8863,6.72018,22.643,16.4331,6.38682,9.43566,14.4405,7.97539,26.9985,13.7042,6.78472,12.8458,7.83233,8.08541,20.5143,8.9027,7.35189,17.4416,6.33926,8.19302,6.3269,3.09245,5.79709,10.8121
"2780","PFLU_4568",36.8597,22.8358,266.518,30.1085,50.3752,356.889,75.9034,9.78257,15.7843,45.501,11.0202,15.4694,180.51,14.58,21.5471,96.6409,12.1048,18.7801,175.003,14.0238,31.153,97.5068,12.9789,22.2326,185.362,18.1587,68.1428,163.608,15.5464,48.9236,299.778,25.2809,140.764,259.722,16.6658,88.7125,299.621,34.7171,181.453,295.3,22.7126,127.406,275.012,45.8237,222.7,316.6,26.0211,160.965,272.571,43.2482,285.034,244.022,21.9114,196.558,249.443,59.1119,285.481,217.594,22.9643,170.696,186.684,61.5326,237.829,178.507,25.5425,115.102,66.1387,49.6714,124.333,48.2061,17.4322,78.6188
"2781","PFLU_4569",38.0171,26.6114,255.563,29.0174,47.4832,228.78,40.4752,19.0425,37.6355,33.6023,20.9774,25.007,64.6525,21.938,44.5919,39.678,24.0461,49.8181,70.3914,24.096,43.1526,44.7752,26.3184,39.2888,73.2831,28.8611,53.4249,98.2246,23.7251,47.3979,160.892,29.1677,74.493,149.032,28.2984,54.1384,108.214,31.0145,104.9,161.632,34.2827,64.6936,93.3196,40.1104,131.346,148.185,31.5826,87.715,140.503,40.6502,161.641,135.286,34.9281,99.5273,90.8258,43.4662,160.743,104.449,36.2691,96.4066,63.538,44.5415,123.597,70.667,33.8906,89.0804,38.9847,37.45,53.4382,27.1247,29.6172,66.0954
"2782","PFLU_4570",134.266,121.325,230.382,106.243,126.373,251.283,115.053,90.6526,103.127,109.231,95.5328,101.329,132.976,85.9764,97.1934,106.447,90.1837,104.838,147.659,83.8302,100.582,103.464,80.0112,96.487,126.828,81.5546,115.096,149.767,89.1666,121.486,177.588,93.5726,137.555,178.788,89.69,142.252,163.814,83.012,170.401,187.357,89.2314,155.15,168.294,96.4978,191.606,217.372,84.1435,183.245,186.463,105.515,192.025,203.709,97.3139,152.616,175.284,111.674,201.162,188.527,91.3579,170.305,150.743,120.06,202.082,202.421,94.9579,207.18,162.2,112.602,124.348,185.099,85.6068,182.534
"2783","PFLU_4571",78.3957,63.0292,94.9088,62.5677,64.7321,90.6231,76.4355,55.99,61.5121,71.4242,61.5706,61.659,72.6823,59.44,57.3886,58.3667,62.5261,68.6317,77.9725,57.7758,61.8824,58.8955,59.9193,63.8776,63.8694,61.3724,73.6358,73.831,64.6473,82.8895,89.3193,58.7469,76.509,94.9719,68.1366,93.6612,66.7399,63.466,89.6644,89.3194,65.792,96.9322,69.4214,67.8727,96.3144,88.1788,63.9992,100.313,76.1253,65.6107,89.5201,98.4722,70.7802,81.1116,69.3369,70.0511,92.7403,91.7919,67.6481,89.1006,58.953,76.5057,89.309,92.5331,69.1072,107.273,74.6722,76.0688,55.7303,98.1471,65.9502,94.4369
"2784","PFLU_4574",7.74901,4.87366,7.58084,6.22734,5.12412,6.99721,7.62452,5.32017,5.75131,7.26627,5.51384,6.59317,7.35558,5.59477,5.87834,6.24603,7.02817,8.40225,8.31819,5.11529,7.79155,8.03769,7.22339,7.76166,8.08729,8.34839,7.64961,11.5559,7.95906,9.60178,10.5145,7.97958,8.45545,11.5959,9.09253,10.1128,7.5445,6.68541,8.68642,10.5147,7.67425,9.78388,9.13101,6.73331,10.4449,11.0593,8.13515,12.3564,8.35128,7.76683,8.57107,9.11441,7.94138,9.24295,7.75635,8.47842,11.2179,9.03121,7.34387,9.86944,7.30527,9.0085,9.11053,11.4256,8.85702,12.0685,8.70786,9.81707,7.65357,4.37413,10.5426,13.2145
"2785","PFLU_4575",47.262,39.2829,55.2892,40.8014,41.8895,54.3794,41.698,40.0218,38.0164,46.2435,43.2133,44.9724,42.8575,38.2062,37.7415,40.7848,44.9006,48.2173,47.6943,38.2684,39.5243,36.1217,47.6631,49.088,41.5219,46.0625,44.1044,58.4868,47.4463,60.3762,43.0514,45.4744,44.6572,53.3797,55.0415,59.1121,45.7221,43.3543,47.1109,54.6529,49.8888,56.3176,50.4127,44.275,48.5822,57.4089,47.0113,75.2599,36.4369,46.462,45.5501,54.3464,51.7058,49.6763,41.4448,50.819,51.6122,51.4243,47.4337,61.075,39.6052,49.1396,45.8425,69.9695,51.441,70.4433,52.5177,58.8894,45.7198,34.731,52.1157,70.5551
"2786","PFLU_4576",18.7352,15.8419,17.3459,14.7556,16.2869,16.1465,14.9663,13.627,14.3934,13.7242,13.1626,12.6431,14.4114,13.3229,12.0596,10.8702,15.5166,14.8268,14.9849,14.4309,12.0681,13.2168,12.0213,12.4806,14.6562,13.5644,14.9596,19.4793,14.2584,12.2823,18.5014,15.1201,15.1292,22.0142,14.5097,17.7843,17.7641,15.2315,16.0538,21.5553,15.08,18.6584,17.9993,15.0937,18.1552,23.3186,14.4112,20.2608,18.2146,15.2639,15.0084,20.6575,13.968,12.6385,15.2153,15.5767,16.1762,19.5011,15.2152,18.4503,16.37,16.0925,14.5559,23.0894,15.0903,22.0304,18.7004,15.4159,10.5449,17.7646,14.8644,21.7838
"2787","PFLU_4577",618.2,654.919,632.154,619.893,616.407,664.696,591.255,589.291,535.929,559.325,555.806,497.741,566.672,577.309,525.48,518.167,635.947,619.203,614.192,614.246,542.01,549.231,624.842,550.164,565.916,666.942,643.13,663.444,624.665,752.213,674.355,644.039,688.941,731.989,696.859,770.745,623.55,704.711,712.808,760.487,696.142,728.833,708.126,716.072,737.365,845.365,644.947,752.296,652.997,671.568,796.294,791.513,661.134,677.522,632.864,693.518,833.888,752.827,615.748,687.883,593.697,706.188,769.35,841.657,641.755,820.148,693.814,775.486,551.427,473.2,618.597,812.279
"2788","PFLU_4578",68.8335,51.4085,67.2425,62.9355,54.1608,69.8302,71.5478,52.428,51.7589,72.2069,53.9841,58.519,75.2916,52.2882,54.1259,61.726,57.5032,64.2042,79.5249,55.6979,58.9962,60.7274,58.2684,66.2864,65.3303,59.7765,66.7247,73.1065,66.7174,83.9135,76.9923,66.1765,70.3987,85.7496,68.5163,88.5686,70.7486,64.3874,78.7363,81.6237,69.0993,89.6827,69.2914,66.6124,86.3514,80.1993,67.2702,105.01,66.3161,70.3603,73.9895,84.4326,70.0896,87.3002,68.7974,75.6759,81.7745,79.4277,68.9347,95.9378,60.7196,74.1072,72.9907,87.9402,68.0604,99.8888,70.3574,74.7864,67.7443,96.5402,67.0529,98.7141
"2789","PFLU_4582",13.8571,9.99877,15.1417,10.5785,9.76963,14.7421,11.6901,10.3194,12.508,14.6565,9.20712,10.1417,12.3172,9.82934,11.4399,11.2467,10.7738,12.7074,13.2748,10.2037,11.1338,11.5683,11.6102,12.0756,10.1059,10.3787,12.0033,12.7496,10.5637,16.1648,13.7638,10.8078,14.6362,16.0585,9.88153,15.1564,12.1675,10.033,16.916,12.1599,11.2175,15.063,11.8531,8.84165,17.8855,15.9184,9.78349,18.5553,15.1628,10.3216,16.7352,13.1083,9.42153,11.8813,12.0586,11.6373,14.4281,12.7019,9.13474,12.8114,11.1039,11.0996,12.5954,15.7703,10.0255,14.2843,9.90588,10.5368,8.97044,3.93915,9.56799,12.7871
"2790","PFLU_4583",59.5638,49.2151,73.2376,46.4773,48.0743,59.578,61.4884,48.1766,46.9295,56.7224,44.9242,44.8392,62.1005,47.9465,51.2586,50.6027,51.4993,54.1777,64.5461,44.7017,54.5371,46.2044,45.9801,52.2375,45.1331,46.5606,57.4308,64.518,48.3676,73.6323,57.1917,43.1405,65.701,63.5044,51.2322,73.0022,60.1306,39.4554,67.0216,73.2098,49.9614,58.1591,61.966,39.7525,76.8203,72.2445,37.004,82.5596,66.1784,47.4562,56.9612,70.4435,45.2544,50.0043,56.6698,51.9615,60.7344,69.2028,38.8765,59.9337,63.8723,50.6259,48.1328,85.966,44.5024,70.6837,73.7151,47.0547,37.1024,44.4623,38.1437,61.9339
"2791","PFLU_4584",61.9364,48.2003,70.0541,45.5722,55.6531,57.2388,52.5818,45.4477,50.1742,52.2969,53.8047,46.5736,52.1879,45.3271,52.6551,39.078,53.3046,58.8573,48.8543,41.9087,55.6559,38.9948,49.0888,62.0702,38.1618,41.511,62.2522,57.7738,48.0331,79.9932,51.8081,40.8335,59.7569,62.5811,49.9997,73.6394,42.7233,37.9904,64.5122,63.403,44.5959,72.8116,41.2272,35.02,64.0551,63.8906,38.7835,74.2092,54.2049,38.1099,44.0649,73.3669,36.315,54.1458,49.3967,38.0518,54.6748,66.998,38.3603,67.2345,42.6935,40.5735,44.1226,73.0039,36.165,64.9327,52.1082,41.4801,31.4728,112.92,36.9916,66.6382
"2792","PFLU_4585",18.6111,15.6332,18.7336,17.6245,15.8304,19.1139,17.4989,14.718,19.8272,16.757,15.3962,16.5253,17.3299,14.741,16.7406,13.1371,15.2413,17.7184,16.2862,15.3109,15.079,13.0892,14.1451,16.2809,12.8993,14.2426,16.4907,14.5001,16.1327,17.2285,15.8788,15.6017,15.1409,15.6894,16.3806,16.5318,14.8327,14.544,16.1102,15.9583,13.9341,16.9076,14.1353,13.9605,16.4526,16.5644,13.7197,20.3258,13.4451,13.2252,14.6021,16.8318,13.3984,12.9678,13.8233,15.4013,15.4177,16.3476,13.0696,17.4766,12.6674,12.544,14.5671,16.46,11.7874,17.7646,14.136,12.7832,10.0359,16.0636,10.2958,16.1501
"2793","PFLU_4586",49.7857,44.7784,53.0831,42.6352,39.2103,51.1705,42.0788,42.3312,53.3827,40.8873,36.9584,51.0062,39.2321,40.7058,45.0239,29.6486,39.4616,52.3757,39.9126,39.1289,45.2001,26.8325,38.2284,45.3334,30.8041,39.3456,44.2551,35.7953,40.6865,53.4248,32.6884,45.1525,36.8295,41.5102,42.3287,41.0927,32.7634,36.0779,38.1072,39.8338,36.9412,43.8773,28.7341,34.8165,39.8809,35.7163,32.736,47.3618,33.3256,28.8976,33.1897,31.3294,31.9656,36.8556,28.5057,33.7108,38.3477,33.5036,29.323,34.5039,29.4467,29.536,26.8503,34.7523,29.9109,50.2685,32.9092,29.2492,22.6295,28.7574,27.1391,45.3561
"2794","PFLU_4587",9.08029,4.05415,5.37337,7.96843,4.26503,6.23962,6.76507,4.35671,4.41059,6.03997,3.96361,4.4921,5.9858,3.71025,3.94698,5.05099,4.32312,5.9115,8.65785,3.44089,3.97806,6.20483,4.47303,5.31971,11.0204,3.9897,5.46735,11.746,3.58621,5.79844,12.841,5.05721,5.76748,14.4731,5.87475,6.23775,12.915,5.10781,6.72144,10.8368,5.53499,7.20221,11.2802,5.21876,7.59274,15.1833,4.58863,8.60646,12.1861,5.64117,6.60009,14.9233,5.12469,7.46579,10.7802,5.45719,8.24743,12.6646,6.66766,8.37479,12.6379,5.64111,8.71018,16.0514,6.15005,9.62872,9.7213,5.63052,7.98637,14.0964,5.2773,11.7769
"2795","PFLU_4588",33.7857,21.5089,27.2145,30.0877,21.5045,25.7652,33.1512,20.8161,23.2686,33.2857,20.5748,22.6132,32.8029,21.5648,22.5946,26.8535,21.7652,26.4938,31.8438,21.7439,24.3745,23.9955,21.1523,24.2598,26.976,24.4105,28.2869,30.6801,24.6936,31.5696,32.6436,27.8853,28.6621,33.033,27.1662,35.0451,27.2716,27.5398,31.355,33.0913,28.2401,31.4485,29.6181,28.3183,33.9278,35.1051,27.4789,42.4731,30.0491,28.0133,29.6931,32.8832,27.8206,31.0164,25.3641,31.7943,32.2929,31.5408,28.2277,33.9897,26.9703,31.0608,29.7977,36.3024,27.0132,40.4665,28.9177,30.2246,23.4435,23.4496,26.2882,38.1373
"2796","PFLU_4589",113.515,84.1642,102.978,100.244,82.7726,105.485,115.884,73.551,74.5423,109.709,76.5585,80.4482,127.728,69.8747,74.6767,102.002,77.4093,89.0648,136.472,66.5429,86.0535,101.271,78.9898,89.1336,122.05,77.733,97.5063,130.49,80.0864,117.736,156.636,81.4777,123.645,150.098,86.3549,136.211,148.63,88.7515,144.866,154.916,91.4076,149.893,136.726,100.206,162.378,163.055,95.2398,169.89,146.282,109.01,161.312,161.624,101.533,134.522,136.928,122.582,158.521,144.166,103.543,156.635,128.733,122.296,149.948,167.452,111.435,172.085,141.005,126.382,114.805,191.355,105.004,158.686
"2797","PFLU_4590",24.5054,15.3837,20.9054,22.9783,15.7819,19.6007,24.6549,14.9428,14.5338,24.3655,14.9625,15.022,26.8798,15.9719,15.7873,20.0745,16.6142,16.9174,24.6911,16.6651,17.3135,21.5133,16.8636,18.0857,21.4827,19.0734,20.8932,22.7754,19.6515,22.4574,26.403,21.0104,23.4236,24.7159,21.5785,26.617,26.3453,22.3316,27.1428,27.9194,21.7926,30.0553,22.0499,22.7702,30.3314,29.175,22.1675,33.1623,23.9895,23.7761,27.1894,26.9493,22.3281,26.9795,24.2308,26.3056,28.0866,26.6733,23.358,27.8207,23.6007,25.9879,27.5,29.0562,21.9475,32.9589,20.5805,25.4182,17.6053,30.8903,20.5097,28.6323
"2798","PFLU_4591",52.8457,36.1339,49.1625,53.522,40.1037,52.9994,55.0421,33.5194,37.5593,51.998,40.6218,35.15,69.1219,36.3825,37.5352,50.9318,39.0909,44.774,68.2348,42.9061,43.3645,46.569,39.3534,43.5884,61.46,42.2502,49.0765,63.3861,46.3835,59.2213,70.3577,48.8663,61.1685,67.9496,55.5595,70.6027,65.0203,49.8135,69.6795,73.1679,47.5289,69.3635,64.1958,51.1412,77.8529,72.0568,51.6216,80.1665,63.2223,60.2862,73.334,67.328,56.992,69.3077,58.7238,60.5446,71.5318,63.2747,59.8112,68.3941,61.2523,61.7274,61.1034,72.5966,55.597,70.7558,50.8368,67.5989,47.8406,80.203,52.4349,64.8463
"2799","PFLU_4592",11.6941,12.0462,15.7687,9.79663,12.2208,25.16,15.208,10.3376,9.8875,12.7631,11.4327,11.4272,38.8498,9.86461,11.2437,15.7114,11.6323,12.7272,52.4825,10.8371,11.6134,15.709,12.5553,13.5266,47.0201,9.99628,17.2319,29.8487,11.525,17.5935,52.7705,10.5322,43.3975,34.8829,10.8943,24.8774,50.9113,11.2525,50.739,37.925,10.8468,30.6422,40.3674,14.5976,78.1895,60.4586,10.642,32.0585,44.4707,20.9633,57.3082,35.1226,14.0158,37.6863,38.9754,23.2674,52.5237,27.2153,13.9776,34.7964,46.1986,23.5889,44.7069,46.3319,13.611,29.5065,22.0449,20.6242,23.4819,31.7874,11.0728,17.5337
"2800","PFLU_4593",8.66227,5.85188,28.6055,7.40744,7.06381,34.0317,8.33804,5.57742,6.02144,8.12173,5.77586,6.96293,9.91597,6.79081,7.59705,6.70799,6.68352,9.10611,10.9109,7.87122,7.58996,6.27976,7.79203,7.61053,9.90891,7.53041,8.05255,8.57951,8.16736,9.50049,8.84129,8.19999,9.20745,8.29447,7.95763,8.63145,10.7348,6.69319,12.2699,9.0438,7.58423,9.04314,10.0146,6.78881,15.696,10.3748,5.96755,13.0118,9.27141,8.16969,12.383,8.75072,9.15926,7.77408,9.07973,8.3199,8.07195,6.98049,7.37359,7.64643,17.387,6.66783,9.51438,17.1795,5.5889,8.03165,10.7963,5.47176,6.38405,13.5283,4.44412,8.01389
